,ranking,World Rank,University,Impact Rank*,Openness Rank*,Excellence Rank*,scopus_link,affiliationID,other_names,articles_category,street,state,number_authors,number_aff_only,number_aff_whole,authors_link,aff_only_link,aff_whole_link,EterID
36,37,823,Università degli Studi dell'Aquila,2474,536,615,https://www.scopus.com/affil/profile.uri?afid=60018783,60018783.0,"[""University Of L'aquila"", ""Università Degli Studi Dell'aquila"", 'University Of L’aquila', ""Università Dell'aquila"", ""Università Di L'aquila"", ""Università De L'aquila"", ""Università Degli Studi Di L'aquila"", 'Università Degli Studi Dell’aquila', 'Health And Environmental Sciences', 'Università Dell’aquila']","{'Medicine': 8694, 'Immunology and Microbiology': 930, 'Engineering': 6804, 'Energy': 813, 'Physics and Astronomy': 5684, 'Social Sciences': 751, 'Computer Science': 4280, 'Arts and Humanities': 548, 'Mathematics': 4156, 'Psychology': 470, 'Biochemistry, Genetics and Molecular Biology': 3971, 'Dentistry': 363, 'Materials Science': 2625, 'Decision Sciences': 346, 'Chemistry': 2125, 'Multidisciplinary': 308, 'Earth and Planetary Sciences': 1433, 'Business, Management and Accounting': 276, 'Environmental Science': 1270, 'Nursing': 263, 'Agricultural and Biological Sciences': 1203, 'Health Professions': 215, 'Chemical Engineering': 1129, 'Economics, Econometrics and Finance': 194, 'Neuroscience': 1094, 'Veterinary': 24}","Palazzo Camponeschi, piazza Santa Margherita 2, L'Aquila",L'Aquila,4652.0,30227.0,"30,388",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60018783&st1=Università%degli%Studi%dell&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60018783&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60018783&origin=AffiliationProfile,IT0029
37,38,866,Scuola Normale Superiore di Pisa,1572,950,860,https://www.scopus.com/affil/profile.uri?afid=60030674,60030674.0,"['Scuola Normale Superiore', 'Scuola Normale Superiore Di Pisa', 'Istituto Nanoscienze-cnr And Scuola Normale Superiore', 'Scuola Normale Superiore And Istituto Nanoscienze-cnr', 'Scuola Normale Superiore And Infn', 'University And Scuola Normale Superiore Of Pisa']","{'Physics and Astronomy': 8993, 'Agricultural and Biological Sciences': 181, 'Mathematics': 2403, 'Pharmacology, Toxicology and Pharmaceutics': 145, 'Materials Science': 1588, 'Decision Sciences': 142, 'Chemistry': 1571, 'Economics, Econometrics and Finance': 131, 'Engineering': 1207, 'Energy': 120, 'Arts and Humanities': 940, 'Immunology and Microbiology': 84, 'Social Sciences': 901, 'Environmental Science': 70, 'Biochemistry, Genetics and Molecular Biology': 823, 'Business, Management and Accounting': 64, 'Earth and Planetary Sciences': 790, 'Psychology': 46, 'Computer Science': 594, 'Health Professions': 26, 'Chemical Engineering': 355, 'Veterinary': 13, 'Medicine': 310, 'Nursing': 12, 'Neuroscience': 293, 'Undefined': 5}","Piazza dei Cavalieri, 7, Pisa",Pisa,1010.0,14774.0,"14,774",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60030674&st1=Scuola%Normale%Superiore%di%Pisa&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60030674&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60030674&st1=Scuola Normale Superiore di Pisa&origin=AffiliationProfile,IT0057
38,39,879,International School for Advanced Studies / Scuola Internazionale Superiore di Studi Avanzati SISSA di Trieste,1200,760,1107,https://www.scopus.com/affil/profile.uri?afid=60012227,60012227.0,"['Sissa', 'International School For Advanced Studies (sissa)', 'International School For Advanced Studies', 'Scuola Internazionale Superiore Di Studi Avanzati', 'Scuola Internazionale Superiore Di Studi Avanzati (sissa)', 'Intl. School For Advanced Studies', 'Sissa/isas', 'Sissa-isas', 'S.i.s.s.a.', 'Sissa - International School For Advanced Studies']","{'Physics and Astronomy': 9504, 'Arts and Humanities': 208, 'Mathematics': 3151, 'Agricultural and Biological Sciences': 187, 'Earth and Planetary Sciences': 1842, 'Social Sciences': 144, 'Materials Science': 1485, 'Pharmacology, Toxicology and Pharmaceutics': 117, 'Biochemistry, Genetics and Molecular Biology': 1218, 'Immunology and Microbiology': 95, 'Neuroscience': 1200, 'Energy': 80, 'Engineering': 974, 'Environmental Science': 67, 'Chemistry': 916, 'Nursing': 33, 'Computer Science': 579, 'Health Professions': 19, 'Psychology': 448, 'Economics, Econometrics and Finance': 12, 'Medicine': 437, 'Business, Management and Accounting': 3, 'Multidisciplinary': 424, 'Dentistry': 2, 'Chemical Engineering': 233, 'Veterinary': 2}","Via Bonomea, 265, Trieste",Trieste,1040.0,14885.0,"14,885",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60012227&st1=Scuola%Internazionale%Superiore%di%Studi%Avanzati&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60012227&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60012227&st1=Scuola Internazionale Superiore di Studi Avanzati&origin=AffiliationProfile,IT0086
39,40,898,Università degli studi della Campania Luigi Vanvitelli,4195,555,462,https://www.scopus.com/affil/profile.uri?afid=60026777,60026777.0,"['Second University Of Naples', 'University Of Campania “luigi Vanvitelli”', 'Seconda Università Di Napoli', 'University Of Campania Luigi Vanvitelli', 'Seconda Università Degli Studi Di Napoli', 'Università Degli Studi Della Campania “luigi Vanvitelli”', 'Università Degli Studi Della Campania Luigi Vanvitelli', '2nd University Of Naples', 'Seconda Univ. Degli Studi Di Napoli', 'University Of Campania “l. Vanvitelli”']","{'Medicine': 18163, 'Social Sciences': 1057, 'Biochemistry, Genetics and Molecular Biology': 6960, 'Psychology': 882, 'Engineering': 4417, 'Earth and Planetary Sciences': 872, 'Computer Science': 2967, 'Energy': 730, 'Physics and Astronomy': 2694, 'Nursing': 576, 'Pharmacology, Toxicology and Pharmaceutics': 1987, 'Business, Management and Accounting': 573, 'Mathematics': 1967, 'Arts and Humanities': 550, 'Neuroscience': 1930, 'Multidisciplinary': 527, 'Materials Science': 1691, 'Dentistry': 431, 'Chemistry': 1509, 'Decision Sciences': 379, 'Immunology and Microbiology': 1471, 'Health Professions': 352, 'Environmental Science': 1374, 'Economics, Econometrics and Finance': 339, 'Agricultural and Biological Sciences': 1353, 'Veterinary': 77}","Via S. Maria di Costantinopoli 104,, Naples",Napoli,7491.0,34970.0,"34,972",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60026777&st1=Università%degli%Studi%della%Campania%Luigi%Vanvitelli&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60026777&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60026777&origin=AffiliationProfile,IT0044
40,42,986,Libera Università di Bolzano / Freie Universität Bozen / Free University of Bozen,1562,922,1095,https://www.scopus.com/affil/profile.uri?afid=60009914,60009914.0,"['Free University Of Bozen-bolzano', 'Free University Of Bolzano', 'Free University Of Bozen', 'Libera Università Di Bolzano', 'Free University Of Bolzano-bozen', 'Free University Of Bozen/bolzano', 'Free University Of Bolzano/bozen', 'University Of Bolzano', 'University Of Bozen', 'Freie Universität Bozen']","{'Computer Science': 3184, 'Materials Science': 266, 'Engineering': 1587, 'Earth and Planetary Sciences': 253, 'Mathematics': 1255, 'Chemistry': 230, 'Social Sciences': 1016, 'Chemical Engineering': 225, 'Agricultural and Biological Sciences': 982, 'Medicine': 189, 'Business, Management and Accounting': 941, 'Psychology': 171, 'Environmental Science': 738, 'Immunology and Microbiology': 151, 'Decision Sciences': 471, 'Multidisciplinary': 82, 'Economics, Econometrics and Finance': 439, 'Health Professions': 58, 'Energy': 388, 'Neuroscience': 49, 'Physics and Astronomy': 335, 'Veterinary': 45, 'Arts and Humanities': 288, 'Nursing': 34}","Universitätsplatz 1 - piazza Università 1, Bozen-Bolzano",Bolzano,1039.0,7536.0,"7,542",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60009914&st1=Free%University%of%Bozen-Bolzano&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60009914&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60009914&origin=AffiliationProfile,IT0010
41,44,1049,Università degli Studi di Sassari,2929,652,895,https://www.scopus.com/affil/profile.uri?afid=60010110,60010110.0,"['University Of Sassari', 'Università Di Sassari', 'Università Degli Studi Di Sassari', 'Universita Di Sassari', 'Universita Degli Studi Di Sassari', 'Univ. Degli Studi Di Sassari', 'Sassari University', 'Universitá Di Sassari', 'Univ. Sassari', 'Università Degli Studi']","{'Medicine': 7447, 'Mathematics': 673, 'Biochemistry, Genetics and Molecular Biology': 3874, 'Veterinary': 625, 'Agricultural and Biological Sciences': 3742, 'Earth and Planetary Sciences': 611, 'Chemistry': 2645, 'Arts and Humanities': 482, 'Physics and Astronomy': 1402, 'Multidisciplinary': 387, 'Environmental Science': 1357, 'Economics, Econometrics and Finance': 379, 'Pharmacology, Toxicology and Pharmaceutics': 1318, 'Business, Management and Accounting': 342, 'Immunology and Microbiology': 1306, 'Dentistry': 249, 'Engineering': 1207, 'Energy': 230, 'Materials Science': 1199, 'Psychology': 190, 'Social Sciences': 1093, 'Health Professions': 180, 'Computer Science': 925, 'Nursing': 143, 'Neuroscience': 777, 'Decision Sciences': 104}","Piazza Università  21, Sassari",Sassari,4415.0,20491.0,"20,558",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60010110&st1=Università%degli%Studi%di%Sassari&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60010110&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60010110&origin=AffiliationProfile,IT0078
42,45,1052,European University Institute,743,1176,1803,https://www.scopus.com/affil/profile.uri?afid=60024316,60024316.0,"['European University Institute', 'European University Institute (eui)', 'Eui', 'European University Institute In Florence', 'Institut Universitaire Européen']","{'Social Sciences': 4646, 'Neuroscience': 39, 'Economics, Econometrics and Finance': 1397, 'Agricultural and Biological Sciences': 38, 'Arts and Humanities': 996, 'Earth and Planetary Sciences': 35, 'Business, Management and Accounting': 644, 'Multidisciplinary': 33, 'Environmental Science': 305, 'Biochemistry, Genetics and Molecular Biology': 26, 'Computer Science': 202, 'Nursing': 7, 'Mathematics': 188, 'Materials Science': 5, 'Energy': 127, 'Health Professions': 4, 'Engineering': 111, 'Chemistry': 3, 'Decision Sciences': 110, 'Immunology and Microbiology': 3, 'Medicine': 109, 'Undefined': 3, 'Psychology': 105, 'Pharmacology, Toxicology and Pharmaceutics': 2}","Via de' Roccettini 9, San Domenico di Fiesole",San Domenico di Fiesole,796.0,6407.0,"6,491","https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60024316&st1=European%University%Institute,%San%Domenico%di%Fiesole&origin=AffiliationProfile",https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60024316&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60024316&origin=AffiliationProfile,
43,46,1104,Università degli Studi del Piemonte Orientale Amedeo Avogadro,3703,730,787,https://www.scopus.com/affil/profile.uri?afid=60003668,60003668.0,"['Università Del Piemonte Orientale', 'University Of Eastern Piedmont', 'University Of Piemonte Orientale', 'Università Degli Studi Del Piemonte Orientale “amedeo Avogadro”', 'Università Del Piemonte Orientale A. Avogadro', 'Amedeo Avogadro University Of Eastern Piedmont', 'Università Del Piemonte Orientale Amedeo Avogadro', 'Eastern Piedmont University', 'Università Degli Studi Del Piemonte Orientale', 'Università Del Piemonte Orientale (novara)']","{'Medicine': 6623, 'Arts and Humanities': 563, 'Biochemistry, Genetics and Molecular Biology': 3420, 'Environmental Science': 524, 'Physics and Astronomy': 3298, 'Economics, Econometrics and Finance': 497, 'Chemistry': 1844, 'Business, Management and Accounting': 315, 'Computer Science': 1065, 'Multidisciplinary': 260, 'Engineering': 1003, 'Nursing': 243, 'Pharmacology, Toxicology and Pharmaceutics': 952, 'Health Professions': 168, 'Mathematics': 951, 'Earth and Planetary Sciences': 161, 'Materials Science': 889, 'Decision Sciences': 138, 'Social Sciences': 817, 'Psychology': 125, 'Agricultural and Biological Sciences': 759, 'Dentistry': 109, 'Chemical Engineering': 664, 'Energy': 93, 'Immunology and Microbiology': 643, 'Veterinary': 21}","Rettorato, via Duomo, 6, Vercelli",Vercelli,2475.0,16759.0,"16,759",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60003668&st1=Università%degli%Studi%del%Piemonte%Orientale%&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60003668&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60003668&st1=Università degli Studi del Piemonte Orientale &origin=AffiliationProfile,IT0093
44,48,1166,Università degli Studi di Urbino Carlo Bo,1984,737,1375,https://www.scopus.com/affil/profile.uri?afid=60032111,60032111.0,"['University Of Urbino', 'Università Di Urbino', 'Università Degli Studi Di Urbino Carlo Bo', 'University Of Urbino Carlo Bo', 'Università Di Urbino Carlo Bo', 'Università Degli Studi Di Urbino', 'University Of Urbino “carlo Bo”', 'Urbino University', 'Universita Di Urbino', ""Università Degli Studi Di Urbino 'carlo Bo'""]","{'Biochemistry, Genetics and Molecular Biology': 2054, 'Economics, Econometrics and Finance': 422, 'Medicine': 1637, 'Immunology and Microbiology': 358, 'Physics and Astronomy': 1501, 'Neuroscience': 329, 'Chemistry': 1221, 'Materials Science': 290, 'Earth and Planetary Sciences': 1205, 'Chemical Engineering': 288, 'Agricultural and Biological Sciences': 1026, 'Psychology': 280, 'Social Sciences': 832, 'Multidisciplinary': 197, 'Environmental Science': 801, 'Health Professions': 167, 'Pharmacology, Toxicology and Pharmaceutics': 730, 'Decision Sciences': 140, 'Computer Science': 681, 'Energy': 121, 'Mathematics': 676, 'Nursing': 96, 'Arts and Humanities': 616, 'Veterinary': 30, 'Engineering': 545, 'Dentistry': 23}","Palazzo Passionei-Paciotti - Via Valerio 9, Urbino",Pesaro E Urbino,1592.0,9977.0,"9,977",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60032111&st1=Universita%degli%Studi%di%Urbino%Carlo%Bo&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60032111&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60032111&st1=Universita degli Studi di Urbino Carlo Bo&origin=AffiliationProfile,IT0089
45,49,1171,Politecnico di Bari,3770,806,882,https://www.scopus.com/affil/profile.uri?afid=60027299,60027299.0,"['Politecnico Di Bari', 'Polytechnic University Of Bari', 'Polytechnic Of Bari', 'Technical University Of Bari', 'Politecnico Of Bari']","{'Engineering': 7374, 'Medicine': 256, 'Physics and Astronomy': 4817, 'Agricultural and Biological Sciences': 194, 'Computer Science': 3753, 'Economics, Econometrics and Finance': 179, 'Mathematics': 2515, 'Multidisciplinary': 173, 'Materials Science': 2108, 'Arts and Humanities': 150, 'Environmental Science': 1127, 'Pharmacology, Toxicology and Pharmaceutics': 44, 'Earth and Planetary Sciences': 1032, 'Psychology': 25, 'Energy': 968, 'Neuroscience': 23, 'Social Sciences': 689, 'Health Professions': 20, 'Chemistry': 589, 'Immunology and Microbiology': 11, 'Business, Management and Accounting': 554, 'Dentistry': 10, 'Chemical Engineering': 469, 'Undefined': 3, 'Decision Sciences': 367, 'Veterinary': 2}","Via Amendola 126/b, Bari",Bari,2214.0,14824.0,"14,849",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60027299&st1=Politecnico%di%Bari&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60027299&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60027299&origin=AffiliationProfile,IT0004
46,50,1201,Università degli Studi di Camerino,3005,742,1118,https://www.scopus.com/affil/profile.uri?afid=60026298,60026298.0,"['University Of Camerino', 'Università Di Camerino', 'Università Degli Studi Di Camerino', 'Universita Di Camerino', 'Universitá Di Camerino', 'Univ. Camerino', ""Universita' Di Camerino"", 'Universita Degli Studi Di Camerino', 'Camerino University', 'Univ. Degli Studi Di Camerino']","{'Biochemistry, Genetics and Molecular Biology': 3049, 'Neuroscience': 442, 'Physics and Astronomy': 2789, 'Veterinary': 400, 'Chemistry': 2323, 'Social Sciences': 353, 'Agricultural and Biological Sciences': 1860, 'Energy': 222, 'Medicine': 1817, 'Multidisciplinary': 172, 'Pharmacology, Toxicology and Pharmaceutics': 1527, 'Arts and Humanities': 165, 'Materials Science': 1330, 'Decision Sciences': 114, 'Engineering': 1178, 'Business, Management and Accounting': 109, 'Mathematics': 1127, 'Nursing': 97, 'Computer Science': 926, 'Economics, Econometrics and Finance': 91, 'Earth and Planetary Sciences': 873, 'Health Professions': 65, 'Immunology and Microbiology': 611, 'Psychology': 51, 'Environmental Science': 583, 'Dentistry': 9}","Via Gentile III da Varano, Camerino",Macerata,2058.0,13479.0,"13,479",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60026298&st1=Università%degli%Studi%di%Camerino&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60026298&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60026298&st1=Università degli Studi di Camerino&origin=AffiliationProfile,IT0014
47,52,1264,Università degli Studi della Tuscia,3561,715,1094,https://www.scopus.com/affil/profile.uri?afid=60050715,60050715.0,"['University Of Tuscia', 'Università Della Tuscia', 'Tuscia University', 'Università Degli Studi Della Tuscia', 'Universita Della Tuscia', 'Univ. Degli Studi Della Tuscia', 'Universita Degli Studi Della Tuscia', 'University Of Viterbo', ""Universita' Della Tuscia"", 'Universitá Della Tuscia']","{'Agricultural and Biological Sciences': 4294, 'Mathematics': 416, 'Biochemistry, Genetics and Molecular Biology': 2257, 'Pharmacology, Toxicology and Pharmaceutics': 304, 'Environmental Science': 1886, 'Arts and Humanities': 287, 'Chemistry': 1022, 'Economics, Econometrics and Finance': 258, 'Engineering': 923, 'Business, Management and Accounting': 237, 'Earth and Planetary Sciences': 664, 'Multidisciplinary': 186, 'Social Sciences': 636, 'Decision Sciences': 127, 'Physics and Astronomy': 631, 'Veterinary': 105, 'Medicine': 604, 'Neuroscience': 96, 'Computer Science': 592, 'Nursing': 87, 'Immunology and Microbiology': 562, 'Health Professions': 62, 'Chemical Engineering': 530, 'Psychology': 22, 'Energy': 473, 'Dentistry': 1}","Via S. Maria in Gradi 4, Viterbo",Viterbo,1788.0,9674.0,"9,674",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60050715&st1=Università%degli%Studi%della%Tuscia%Viterbo&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60050715&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60050715&st1=Università degli Studi della Tuscia Viterbo&origin=AffiliationProfile,IT0095
48,53,1341,Humanitas University,7061,1026,605,https://www.scopus.com/affil/profile.uri?afid=60107210,60107210.0,"['Humanitas University', 'Department Of Biomedical Sciences']","{'Medicine': 4057, 'Materials Science': 25, 'Biochemistry, Genetics and Molecular Biology': 933, 'Psychology': 24, 'Immunology and Microbiology': 463, 'Dentistry': 23, 'Neuroscience': 158, 'Environmental Science': 21, 'Pharmacology, Toxicology and Pharmaceutics': 139, 'Mathematics': 18, 'Multidisciplinary': 78, 'Social Sciences': 6, 'Computer Science': 75, 'Earth and Planetary Sciences': 5, 'Engineering': 70, 'Energy': 5, 'Chemistry': 60, 'Arts and Humanities': 2, 'Chemical Engineering': 57, 'Business, Management and Accounting': 2, 'Health Professions': 52, 'Decision Sciences': 2, 'Physics and Astronomy': 49, 'Economics, Econometrics and Finance': 2, 'Agricultural and Biological Sciences': 33, 'Veterinary': 1}","Via Rita Levi Montalcini 4, Pieve Emanuele",Pieve Emanuele,590.0,4533.0,"4,533",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60107210&st1=Humanitas%University&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60107210&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60107210&st1=Humanitas University&origin=AffiliationProfile,IT0248
49,54,1360,Università degli Studi della Basilicata,4714,890,995,https://www.scopus.com/affil/profile.uri?afid=60020919,60020919.0,"['University Of Basilicata', 'Università Della Basilicata', 'Università Degli Studi Della Basilicata', 'Univ. Degli Studi Della Basilicata', 'Universita Della Basilicata', 'Universitá Della Basilicata', 'Università Della Basilicata (potenza)', 'Basilicata University', 'Dipartimento Di Matematica', ""Universita' Della Basilicata""]","{'Physics and Astronomy': 3279, 'Immunology and Microbiology': 373, 'Agricultural and Biological Sciences': 2220, 'Energy': 309, 'Engineering': 2070, 'Business, Management and Accounting': 269, 'Chemistry': 1788, 'Arts and Humanities': 265, 'Mathematics': 1726, 'Decision Sciences': 179, 'Biochemistry, Genetics and Molecular Biology': 1569, 'Economics, Econometrics and Finance': 141, 'Earth and Planetary Sciences': 1560, 'Veterinary': 133, 'Computer Science': 1393, 'Neuroscience': 69, 'Environmental Science': 1272, 'Multidisciplinary': 68, 'Materials Science': 911, 'Health Professions': 53, 'Social Sciences': 643, 'Nursing': 53, 'Chemical Engineering': 606, 'Psychology': 15, 'Pharmacology, Toxicology and Pharmaceutics': 430, 'Dentistry': 1}","Via Nazario Sauro 85, Potenza",Potenza,1646.0,12935.0,"12,935",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60020919&st1=Università%degli%Studi%della%Basilicata&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60020919&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60020919&st1=Università degli Studi della Basilicata&origin=AffiliationProfile,IT0060
50,56,1384,Università degli Studi di Cassino,2832,1245,1433,https://www.scopus.com/affil/profile.uri?afid=60001711,60001711.0,"['University Of Cassino And Southern Lazio', 'University Of Cassino', 'Università Di Cassino', 'Università Degli Studi Di Cassino', 'Università Degli Studi Di Cassino E Del Lazio Meridionale', 'Università Di Cassino E Del Lazio Meridionale', 'University Of Cassino And South Latium', 'University Of Cassino And Lazio Meridionale', 'Universita Di Cassino', 'Universita Degli Studi Di Cassino']","{'Engineering': 4186, 'Biochemistry, Genetics and Molecular Biology': 261, 'Computer Science': 1745, 'Decision Sciences': 184, 'Physics and Astronomy': 1375, 'Chemistry': 170, 'Mathematics': 1064, 'Agricultural and Biological Sciences': 149, 'Materials Science': 955, 'Health Professions': 103, 'Energy': 713, 'Psychology': 69, 'Environmental Science': 699, 'Immunology and Microbiology': 54, 'Social Sciences': 551, 'Multidisciplinary': 51, 'Medicine': 537, 'Pharmacology, Toxicology and Pharmaceutics': 37, 'Earth and Planetary Sciences': 388, 'Neuroscience': 33, 'Arts and Humanities': 346, 'Nursing': 27, 'Chemical Engineering': 343, 'Dentistry': 12, 'Business, Management and Accounting': 332, 'Veterinary': 11}","Palazzo Curia-Via Guglielmo Marconi 10, Cassino",Frosinone,831.0,7955.0,"7,955",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60001711&st1=Universita%di%Cassino%e%del%Lazio%Meridionale&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60001711&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60001711&st1=Universita di Cassino e del Lazio Meridionale&origin=AffiliationProfile,IT0017
51,57,1395,Università degli Studi di Foggia,5011,1049,983,https://www.scopus.com/affil/profile.uri?afid=60022956,60022956.0,"['University Of Foggia', 'Università Degli Studi Di Foggia', 'Università Di Foggia', 'Foggia University', 'Universita Degli Studi Di Foggia']","{'Medicine': 6090, 'Economics, Econometrics and Finance': 289, 'Biochemistry, Genetics and Molecular Biology': 1996, 'Dentistry': 262, 'Agricultural and Biological Sciences': 1934, 'Health Professions': 259, 'Immunology and Microbiology': 899, 'Nursing': 224, 'Social Sciences': 585, 'Psychology': 207, 'Engineering': 536, 'Energy': 190, 'Neuroscience': 515, 'Arts and Humanities': 188, 'Chemistry': 511, 'Materials Science': 141, 'Environmental Science': 511, 'Multidisciplinary': 139, 'Pharmacology, Toxicology and Pharmaceutics': 481, 'Veterinary': 127, 'Business, Management and Accounting': 348, 'Mathematics': 115, 'Computer Science': 328, 'Earth and Planetary Sciences': 65, 'Chemical Engineering': 308, 'Decision Sciences': 58}",Foggia,Foggia,1934.0,11024.0,"11,024",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60022956&st1=Università%degli%Studi%di%Foggia&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60022956&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60022956&st1=Università degli Studi di Foggia&origin=AffiliationProfile,IT0027
52,58,1399,Università Vita Salute San Raffaele,5023,4283,587,https://www.scopus.com/affil/profile.uri?afid=60009622,60009622.0,"['Vita-salute San Raffaele University', 'Università Vita-salute San Raffaele', 'Vita-salute University', 'University Vita-salute San Raffaele', 'University Vita-salute', 'Vita Salute San Raffaele University', 'Università Vita-salute', 'Università Vita Salute San Raffaele', 'Universita Vita-salute San Raffaele', 'Vita Salute University']","{'Medicine': 11939, 'Engineering': 176, 'Biochemistry, Genetics and Molecular Biology': 3036, 'Chemistry': 175, 'Neuroscience': 2156, 'Chemical Engineering': 149, 'Immunology and Microbiology': 1176, 'Physics and Astronomy': 127, 'Psychology': 690, 'Environmental Science': 112, 'Pharmacology, Toxicology and Pharmaceutics': 507, 'Materials Science': 85, 'Arts and Humanities': 402, 'Mathematics': 75, 'Multidisciplinary': 377, 'Business, Management and Accounting': 20, 'Dentistry': 337, 'Economics, Econometrics and Finance': 16, 'Nursing': 260, 'Veterinary': 14, 'Social Sciences': 258, 'Decision Sciences': 8, 'Health Professions': 234, 'Energy': 6, 'Computer Science': 220, 'Earth and Planetary Sciences': 3}","Via Olgettina, 58, Milan",Milano,1457.0,15165.0,"24,242",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60009622&st1=Università%Vita-Salute%San%Raffaele&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60009622&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60009622&origin=AffiliationProfile,IT0039
